id,title,search_role,job_description,extracted_skills,skills_count
4384884443.0,"Data Scientist II - QuantumBlack, AI by McKinsey",Data Scientist,"About the job

Who You'll Work With

Driving lasting impact and building long-term capabilities with our clients is not easy work. You are the kind of person who thrives in a high performance/high reward culture - doing hard things, picking yourself up when you stumble, and having the resilience to try another way forward.

In return for your drive, determination, and curiosity, we'll provide the resources, mentorship, and opportunities you need to become a stronger leader faster than you ever thought possible. Your colleagues—at all levels—will invest deeply in your development, just as much as they invest in delivering exceptional results for clients. Every day, you'll receive apprenticeship, coaching, and exposure that will accelerate your growth in ways you won’t find anywhere else.

When you join us, you will have:


Continuous learning: Our learning and apprenticeship culture, backed by structured programs, is all about helping you grow while creating an environment where feedback is clear, actionable, and focused on your development. The real magic happens when you take the input from others to heart and embrace the fast-paced learning experience, owning your journey.
A voice that matters: From day one, we value your ideas and contributions. You’ll make a tangible impact by offering innovative ideas and practical solutions, all while upholding our unwavering commitment to ethics and integrity. We not only encourage diverse perspectives, but they are critical in driving us toward the best possible outcomes.
Global community: With colleagues across 65+ countries and over 100 different nationalities, our firm’s diversity fuels creativity and helps us come up with the best solutions for our clients. Plus, you’ll have the opportunity to learn from exceptional colleagues with diverse backgrounds and experiences.
World-class benefits: On top of a competitive salary (based on your location, experience, and skills), we provide a comprehensive benefits package to enable holistic well-being for you and your family.


Your Impact

You will work on real-world, high-impact projects across a variety of industries.

You will have the opportunity to collaborate with QB/Labs teams and build complex and innovative ML systems to accelerate our work in AI and help solve business problems at speed and scale.

You will experience the best environment to grow as a technologist and a leader. You will develop a sought-after perspective connecting technology and business value by working on real-life problems across a variety of industries and technical challenges to serve our clients on their changing needs.

You will be surrounded by inspiring individuals as part of diverse and multidisciplinary teams. You will develop a holistic perspective of AI by partnering with the best design, technical, and business talent in the world as your team members.

While we advocate for using the right tech for the right task, we often leverage the following technologies: Python, PySpark, the PyData stack, SQL, Airflow, Databricks, our own open-source data pipelining framework called Kedro, Dask/RAPIDS, container technologies such as Docker and Kubernetes, cloud solutions such as AWS, GCP, and Azure, and more.

As a Data Scientist in Indonesia, you will:


Partner with our clients, from data owners and users to C-level executives, to understand their needs and build impactful analytics solutions
Contribute to cross-functional problem-solving sessions with your team and deliver presentations to colleagues and clients
Translate business problems into analytical problems and develop models aimed at solving our clients’ and users’ problems and ensure they are evaluated with the relevant metrics
Write highly optimized code to advance our internal Data Science Toolbox
Add real-world impact to your academic expertise, as you are encouraged to write papers and present at meetings and conferences should you wish
Take part in R&D projects; attend conferences such as NIPS and ICML as well as data science retrospectives where you will have the opportunity to share and learn from your co-workers
Work in one of the most advanced data science teams globally
Work on the frameworks and libraries that our teams of data scientists and data engineers use to progress from data to impact
Guide global companies through data science solutions to transform their businesses and enhance performance across industries including healthcare, automotive, energy and elite sport


You will work with other data scientists, data engineers, machine learning engineers, designers and project managers on interdisciplinary projects, using math, stats and machine learning to derive structure and knowledge from raw data across various industry sectors.

You are highly collaborative individual who can lay aside your own agenda, listening to and learning from colleagues, challenging thoughtfully and prioritizing impact. You search for ways to improve things and work collaboratively with colleagues. You believe in iterative change, experimenting with new approaches, learning and improving to move forward quickly.

Your Qualifications and Skills


Bachelor's, master's or PhD level in a discipline such as computer science, machine learning, applied statistics, mathematics, engineering or artificial intelligence 
2+ years of professional experience in applying machine learning and data mining techniques to real problems with copious amounts of data 
Programming experience (focus on machine learning): SQL and Python’s Data Science stack are a must; good knowledge of at least one big data framework (PySpark, Hive, Hadoop) is a plus; R, SPSS, SAS (nice to have); software engineering is a plus 
Ability to prototype statistical analysis and modeling algorithms and apply these algorithms for data driven solutions to problems in new domains 
Experience deploying technology applied to business problems is a plus 
Knowledge in applying machine learning solutions to real problems with complex and/or big amounts of data 
Knowledge of prompt engineering & generative AI application building (RAG, Agentic systems); understanding engineering standards, QA/Risk Management 
Willingness to travel","['airflow', 'aws', 'azure', 'databricks', 'docker', 'gcp', 'hadoop', 'hive', 'kubernetes', 'python', 'sql']",11
4395402561.0,Python Developer | Remote,Backend Developer,"About the job

Position: Python Developer

Type: Hourly contract

Location: Remote

Commitment: 10–40 hours/week




Role Responsibilities

Design, develop, and maintain scalable Python applications.
Collaborate with cross-functional teams to implement new features and enhancements.
Review code to ensure quality, performance, and adherence to best practices.
Troubleshoot, debug, and optimize applications for reliability and scalability.
Create and maintain clear technical documentation and workflows.
Contribute to system architecture discussions and propose technical solutions.
Communicate progress, challenges, and updates effectively with team members. 




Requirements

Strong experience in Python development and building scalable systems.
Solid understanding of software development principles and design patterns.
Proficiency with version control systems such as Git.
Strong problem-solving and analytical thinking abilities.
Ability to work independently in a remote, distributed environment.
Excellent written and verbal communication skills.
Strong attention to detail and commitment to high-quality code. 




Application Process (Takes 20 Min)

Easy Apply on LinkedIn
Check email for next steps
Participate in resume evaluation & interview stage



Desired Skills and Experience

Python","['git', 'python', 'solid']",3
4399147392.0,Data Science Manager (Indonesia),Data Scientist,"About the job

As a Data Science Manager, you will lead the delivery and implementation of analytics-driven strategies and high-impact solutions for clients in Indonesia. You will combine deep data science capability with banking and payments domain expertise to solve complex problems, unlock business value, and drive meaningful outcomes in a consulting-led environment.




What You’ll Do and How You’ll Succeed




Lead, execute, and deliver data science engagements for clients in Indonesia.
Define detailed scope and methodology, design and create solutions, and execute frameworks using the appropriate tools and techniques.
Prepare and deliver presentations to clients, clearly communicating insights, recommendations, and the value of data science solutions.
Build strong relationships with client partners, clients, and corresponding data science and analytics teams to drive collaboration, implementation of recommendations, and impact tracking.
Ensure consistency, standards, and quality control across data science work, with project documentation kept up to date.
Actively identify opportunities to innovate using client data and non-traditional data that is fit for purpose for client needs.
Enhance existing data science techniques by promoting new methodologies and best practices in the field.
Promote thought leadership in data science and contribute to building intellectual property through innovation.
Manage client interactions and internal and external stakeholder communication effectively.
Mentor, guide, and supervise data scientists within the project team.




We’d Love to Hear From You If…




Experience

You have 6+ years of professional work experience, preferably in banking, payments, fintech, or a related industry.
You hold a degree in a quantitative field such as Statistics, Mathematics, Physics, Computer Science, Economics, or Engineering, or you bring equivalent experience.
A Masters or Ph.D. will be an advantage.
You have demonstrated experience planning, organising, and managing multiple concurrent analytics projects across diverse cross-functional stakeholders.
A consulting background, whether in a consulting company or through similar experience orchestrating complex solutions based on stakeholder input and current-state understanding, will be an advantage.




Technical Expertise

You have hands-on experience with data analytics and programming tools such as Python and R.
You have advanced querying skills using SQL or other query languages.
You have hands-on experience working in big data ecosystems such as Hadoop, Spark, Hive, Kafka, GCP, AWS, and Azure.
Experience across both on-prem and cloud environments will be a plus.
You have hands-on experience with BI tools such as Power BI and Tableau.
You are proficient in statistical techniques such as Neural Networks, Gradient Boosting, Linear and Logistic Regression, Decision Trees, Random Forests, Markov Chains, Support Vector Machines, Clustering, Principal Component Analysis, and Factor Analysis.
You bring strong Excel and PowerPoint capability, including storyboarding and data storytelling.
A strong understanding of the payments and or banking industry, including consumer credit, consumer debit, small business, commercial, co-brand, and merchant, will be an advantage.
Strong commercial acumen, including experience working on business and value cases that prove ROI, will be an advantage.




Ways of Working

You are motivated, analytical, and curious about the payments industry and the application of data science.
You have a track record of using data science and analytics expertise to unlock business value.
You are results-driven and client-centric in how you approach delivery.
You manage internal and external stakeholders with a collaborative, diplomatic, and flexible style.
You work effectively in a matrixed organisation.
You bring excellent presentation, storytelling, oral, and written communication skills.




Assignment Details

Location: Indonesia




---




Who We Are




Thakral One is a consulting and technology services company headquartered in Singapore, with a pan-Asian presence. We focus primarily around technology-driven consulting, adoption of value-added bespoke solutions, enabling enhanced decision support through data analytics, and embracing possibilities in the cloud. We are heavily inclined towards building capabilities collaboratively with clients and believe strongly in improving grounded and practical outcomes.




This approach is possible through our partnership with leading global technology providers and internal R&D teams. Our clients come from Financial Services, Banking, Telco, Government, Healthcare, and Consumer-oriented organisations.","['aws', 'azure', 'gcp', 'hadoop', 'hive', 'kafka', 'power bi', 'python', 'spark', 'sql', 'tableau']",11
4365093778.0,"Analyst/Senior Analyst, Customer Marketing (Marketing Analytics, Bangkok Based, Relocation provided)",Data Analyst,"About the job

About Agoda

At Agoda, we bridge the world through travel. Our story began in 2005, when two lifelong friends and entrepreneurs, driven by their passion for travel, launched Agoda to make it easier for everyone to explore the world.

Today, we are part of Booking Holdings [NASDAQ: BKNG], with a diverse team of over 7,000 people from 90 countries, working together in offices around the globe. Every day, we connect people to destinations and experiences, with our great deals across our millions of hotels and holiday properties, flights, and experiences worldwide.

No two days are the same at Agoda. Data and technology are at the heart of our culture, fueling our curiosity and innovation. If you’re ready to begin your best journey and help build travel for the world, join us.

Get to know our team: 

The Marketing team at Agoda is highly data-driven and focused on developing at-scale, measurable marketing programs designed to improve the lifetime value of Agoda customers. The team combines a blend of the best analysts, marketing strategists and data scientists, collectively building a team that thrives on data, creative ideas and technology. . The Marketing leadership fosters a great learning environment, providing the opportunity to learn and grow by working closely with experts from a diverse variety of backgrounds from across the globe.

Due to continued expansion, there are multiple analyst roles within the marketing team across different marketing channels. While the scope will vary depending on these channels, here are some examples: 


Experimentation and optimizing campaign performance: Experiment with ads/campaign structures and bidding& pricing strategies on partners such as Google, Bing, Tripadvisor, Trivago and other search engines. Adapt to new product features and roll out changes from successful tests.
Modeling: Analyze vast amounts of data generated by experiments, develop predictive models using data science techniques (eg. understanding impact on bookings from large scale TV campaigns or demand elasticity from pricing optimization) and liaise with product teams on implementation roadmap
Reporting, analysis and insights: Building dashboards to track performance, derive insights, understand growth levers and communicate recommendations via presentations to stakeholders


What you’ll Need to Succeed: 


Bachelor’s degree or higher from top university in a quantitative subject (computer science, mathematics, engineering business or science)
Excellent verbal and written communication skills in English
2+ years experience in data crunching from top-tier consulting, investment banking, private equity or strategy/business for a fast-growing globaltech company
Experience in one or more data analysis packages or databases, eg., SAS, R, SPSS, Python, VBA, SQL and visualization tools, eg. Tableau, Power BI
Ability to move fast and be efficient, making decisions on objective evidence rather than subjective gut feel
Innate desire to take ownership, make an impact and influence outcomes
Excellent organizational skills, attention to detail and ability to work independently


It’s great if you have: 


Experience in digital marketing or ecommerce
Experience with A/B testing and other testing metrics
Strong presentation and negotiation skills
Skills that foster collaboration and team spirit


#Bengaluru #SãoPaulo #Delhi #NewYorkCity #Nigeria #London #Hyderabad #Pune #Mumbai #Colombia #Paris #Jakarta #Chennai #SanFrancisco #WashingtonDC #Toronto #Pakistan #LosAngeles #Dallas #Chicago #Kenya #Boston #Shanghai #Egypt #BuenosAires #Manila #Netherlands #Singapore #RiodeJaneiro #Beijing #Atlanta #Sydney #Madrid #Vietnam #SaudiArabia #Peru #Melbourne #Ireland #Russia #Bangladesh #MexicoCity #Philadelphia #Chile #SeattleArea #Noida #Kolkata #Guangdong #UnitedArabEmirates #TelAvivDistrict #Houston #KualaLumpur #BeloHorizonte #SouthKorea #Bangkok #Istanbul #Austin #Curitiba #Warsaw #Campinas #Barcelona #Ukraine #CostaRica #Berlin #Romania #Denver #Johannesburg #Minneapolis #Manchester #Miami #Phoenix #Detroit #Coimbatore #Milan #PortoAlegre #Vancouver #Montreal #Charlotte #SanDiego #Ghana #SaltLakeCity #Raleigh #HongKong #Munich #Prague #Ecuador #TampaBay #Tokyo #Serbia #Taipei #Cracow #Zhejiang #CapeTown #Brasilia #Columbus #Ahmedabad #Indore #Kochi #Gurgaon #Chandigarh #Lucknow #Bhubaneswar #Thiruvananthapuram #Visakhapatnam #Bhopal #JerseyCity #Irving #Denton #Worcester #Arlington #OverlandPark #AuroraDistrict #Baltimore #Tampa #Halethorpe #Dayton #Syracuse #Chonburi #ChiangMai #NakhonRatchasima #KhonKaen #HatYai #Phuket #Surabaya #Tangerang #Birmingham #Casablanca #Rabat #Camp #PetalingJaya #GeorgeTown

Please review our Hiring Process Guidelines before your interview — click here to learn how interviewing at Agoda works.

Discover More About Working At Agoda


Agoda Careers https://careersatagoda.com
Facebook https://www.facebook.com/agodacareers/
LinkedIn https://www.linkedin.com/company/agoda
YouTube https://www.youtube.com/agodalife


Equal Opportunity Employer 

At Agoda, we pride ourselves on being a company represented by people of all different backgrounds and orientations. We prioritize attracting diverse talent and cultivating an inclusive environment that encourages collaboration and innovation. Employment at Agoda is based solely on a person’s merit and qualifications. We are committed to providing equal employment opportunity regardless of sex, age, race, color, national origin, religion, marital status, pregnancy, sexual orientation, gender identity, disability, citizenship, veteran or military status, and other legally protected characteristics.

We will keep your application on file so that we can consider you for future vacancies and you can always ask to have your details removed from the file. For more details please read our privacy policy.

Disclaimer

We do not accept any terms or conditions, nor do we recognize any agency’s representation of a candidate, from unsolicited third-party or agency submissions. If we receive unsolicited or speculative CVs, we reserve the right to contact and hire the candidate directly without any obligation to pay a recruitment fee.","['power bi', 'python', 'sql', 'tableau']",4
4400535831.0,"Insight & Analytics Manager, Indonesia",Data Analyst,"About the job

Job Description

Are You Ready to Make It Happen at Mondelēz International?

Join our Mission to Lead the Future of Snacking. Make It With Pride.

You will be important in supporting and executing our shopper insight capability. You will drive shopper centric plans and execution, across shelf, secondary displays and hot zone. You will build understanding and help usage of the snacking framework, building a holistic view on snacking and activate these insights on cross category activations with internal stakeholders.

How You Will Contribute

You will:


Identify and leverage growth opportunity in retail environment of the BU.
Generate behavior changing insight and identify effective levers of engagement.
Continuously optimize business through data, tracking, learning.
Identify knowledge gaps and business needs in respective countries and build research recommendations/research plan with priorities to address them
For every project define research objectives, research method, scope of analyses and action standards.
Identify key findings, key insights and develop business implications and/or recommendations, influencing Sales to ensure that they are integrated into business plans.
Develop and activate insights on general grocery shopping perspective (trip missions, channel shopping habits, etc.), Studies may include observation of in-store behavior.
Identify drivers of in-store performance, shelf layout, assortment, promotion and pricing, hot zone etc.



What You Will Bring

A desire to drive your future and accelerate your career with experience and knowledge in:


Research planning skills plus experience in market research (FMCG/CPG manufacturer or major retailer)
Good at distinguishing insights that can be leveraged against the business challenge
Strong analytical skills and attention to detail
Extensive experience in utilizing market research data
Willing to work independently in a remote team
Strong communication and presentation skills
Consumer / shopper research experience
Understanding of the 4 C’s: strong knowledge of retail environment



No Relocation support available

Business Unit Summary

Mondelēz International in Southeast Asia is in five countries serving 19 markets with more than 18 nationalities and 7,500 employees. This group is emerging as one of the fastest growing regions in Asia, the Middle East and Africa, and we are proud of consistently producing high quality products in nine manufacturing sites. We are market leaders in key snacking categories, making and selling brands like Oreo and Tiger biscuits, Kinh Do mooncakes, Jacob’s crackers, Cadbury Dairy Milk chocolate, Tang powdered beverage, Halls candy and Eden cheese. We set the benchmark in being a responsible business and contributing to the communities in which we operate.

Mondelēz International is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, gender, sexual orientation or preference, gender identity, national origin, disability status, protected veteran status, or any other characteristic protected by law.

Job Type

Regular

Demand Spaces

Insights",[],0
4252939391.0,Data Engineer & Analytics,Data Analyst,"About the job

As a Data Engineer and Analytic you will be tasked with empowering internal stakeholders to delve deep into the complexities of the data in our warehouse. You will work closely with Product, Engineering, and Data teams to build scalable data pipelines and design data analytics engines that empower deep insights for users. The person in this position will take work seriously, has a strong sense of duty, and is disciplined. The position will generally be task oriented, requiring someone with a conservative, careful, and cautious approach to work.

About The Job


Design and develop scalable business data solutions across the entire data supply chain.
Create and review technical and user-focused documentation for data solutions (data models, data dictionaries, business glossaries, process and data flows, architecture diagrams, etc.).
Solve for complex data integrations across multiple systems.
Collaborate with management, business partners, analysts, developers, architects, and engineers to support data quality efforts.
Expertise (can teach/instruct others): in current data warehousing concepts (using technologies like Redsift, Spark, Hadoop, web services, etc to support business-driven decisioning)
SQL and database scripting
With data manipulation scripting languages (like Python or Scala)
With Data Science toolsets and technology stack


About You


A passionate and curious individual in Data Engineering and Analytics subject areas
1-3 years of any relevant experiences in Data Engineering, Data Warehouse, Business Intelligence, Analytics
Good proficiency in writing SQL, either in RDBMS (i.e. MySQL, PostgreSQL, etc) or OLAP (i.e. BigQuery, Redshift, Oracle, etc.)
Ability to write robust and scalable code in Python or other scripting programming language
Good knowledge in creating a workable business dashboard.
Basic proficiency or experience in infrastructure setup using cloud services (i.e. AWS, GCP, Azure).
Strong passion in data engineering or business intelligence areas, ability to search or create solutions.
Good communication skills in Bahasa and English. Mostly explaining technical things.
Good workable attitude, something we could invest time to develop.","['aws', 'azure', 'bigquery', 'gcp', 'hadoop', 'mysql', 'postgresql', 'python', 'scala', 'spark', 'sql']",11
4392503874.0,Data Analytics & Power Platform Specialist,Data Analyst,"About the job

The main duties include:

Building visual analytics and data dashboards using Tableau for deeper business analysis.
Integrating multiple data systems (Excel, SQL, Ms. Access, or SharePoint) to create unified reporting solutions.
Collaborating with internal stakeholders to understand business requirements and translate them into effective analytical solutions.
Ensuring data quality, consistency, and accuracy across automated and reporting systems.
Documenting workflows, data models, and automation processes for future reference and handover.
Designing and building automated workflows using Power Automate to streamline manual processes.
Developing and maintaining Power Apps to support business operations and data input efficiency.
Creating and managing interactive Power BI dashboards for performance tracking, financial reporting, and management insights.




Technical Skills:

Strong analytical and data visualization skills using Tableau.
Proficiency in Power Platform (Power Apps, Power Automate, Power BI).
Experience with Excel, Access, or SQL for data manipulation and integration.
Understanding of data governance, data modeling, and process automation principles.
Familiarity with SharePoint or Microsoft 365 environment is an advantage.




Soft Skills:

Strong problem-solving and analytical thinking.
Good in English communication and documentation skills.
Ability to work independently and in collaboration with cross-functional teams.
Detail-oriented and proactive","['power bi', 'sql', 'tableau']",3
4394465523.0,Risk Analytics & MIS Specialist (Mandarin Speaker),Data Analyst,"About the job

About Atome Financial

Headquartered in Singapore, Atome Financial is building a world-class tech-enabled financial services platform that is the best companion of our customers' lifetime. As a part of the Advance Intelligence Group, a Series D fintech unicorn and ranked Top 10 on LinkedIn’s 2023 Top Singapore StartUps list with over 1,400+ staff worldwide, we are united by a shared vision and purpose: to Advance with Intelligence for a Better Life--for our customers, colleagues, and communities.

Atome Financial operates in 5 ASEAN markets (Singapore, Malaysia, Indonesia, the Philippines, and Thailand). We have 3 key products:


 Atome BNPL: A leading buy now pay later brand in ASEAN and partners over thousands of online and offline brands
 Atome Card: A paylater anywhere card.
 Kredit Pintar: A leading Indonesian digital lending apps, regulated and supervised by Indonesia's Financial Services Authority (OJK).


Our culture is built on values that are core to who we are and what we stand for:


 We foster an INNOVATION mindset
 We achieve results with EFFICIENCY and excellence
 We take pride in the QUALITY of our work
 We uphold INTEGRITY in all we do
 We embrace COLLABORATION to work across business lines and borders


Join the core team shaping the future of unsecured lending. Use your technical prowess and linguistic skills to bridge global risk strategies.

Job Description


Strategic Modeling: Optimize portfolio quality and business growth through rigorous risk analysis, stress testing, and predictive modeling for unsecured retail products.
The Data Bridge: Ensure seamless data integrity and reporting for internal stakeholders, regional HQ (utilizing Mandarin proficiency), and regulatory partners.
Assist system parameter changes, rule engine strategy management, development of reporting automation & dashboards, and other ad hoc projects.
Organize documentation and log of risk strategy changes.
Escalate key risk issues to Senior Management to allow timely risk mitigation.


Job Requirements


Technical Toolkit: Proactive expertise in SQL and Python/R is essential.
Academic Background: Degree in a quantitative field (Math, Stats, CS, Actuarial Science, or Engineering).
Bilingual Communication: Fluency in English is required; professional proficiency in Mandarin is highly preferred for collaborating with regional stakeholders.","['python', 'sql']",2
4402248549.0,Data Operation,Data Engineer,"About the job

Data Operations (Contract)




Role Overview

Massive Music Entertainment is seeking a meticulous and process-driven Data Operations to join our team on a contract basis. This role is responsible for the administrative and data management functions critical to our client onboarding and catalog management processes. The successful candidate will ensure high standards of data integrity, maintain our internal systems, and provide essential operational support to the broader team.




Key Responsibilities

Process Coordination: Act as a cross-functional liaison to identify, troubleshoot, and resolve issues within the client onboarding pipeline.
Data Validation & Quality Control: Perform rigorous reviews of incoming client data against internal standards to ensure accuracy for all catalog updates and requests.
System Administration: Provide day-to-day operational maintenance for the Content Management System (CMS), ensuring the platform remains organized and up-to-date.
Database Management: Manage accurate and timely data entry for client accounts and conduct routine audits of catalog databases to identify and resolve discrepancies.
Operational Monitoring: Track data integrity across systems and contribute to identifying operational bottlenecks to improve workflow efficiency.




Qualifications & Requirements

Open to all academic majors. Fresh Graduates are welcome to apply.
Demonstrated ability to handle and organize large volumes of information.
Proficiency in Excel & Spreadsheets is required (e.g., VLOOKUP, IF statements, Pivot Tables).
Attention to Detail
Strong analytical skills with the ability to identify causes of operational delays and suggest improvements.
Professional written and verbal communication skills, necessary for effective collaboration across different departments.
A foundational understanding of, or a genuine desire to master, music copyright, publishing, and the administrative side of the entertainment industry.




Note

Only shortlisted candidates will be contacted.",[],0
4372696656.0,Sr. Business Intelligence,Data Analyst,"About the job

About The Role

We are seeking a Senior Business Intelligence to partner with Product, Engineering, Finance, and Marketing leaders to translate business questions into trusted metrics, dashboards, and insights that drive product, growth, and operational decisions. You will own analytics initiatives end to end, ensure data quality and governance, and communicate clear, actionable recommendations to stakeholders, combining strong business judgment with analytical depth.

Key Responsibilities


Lead requirements gathering, metric definition, and prioritization for BI initiatives.
Design, develop, and maintain dashboards, reports, and data pipelines that support strategic and operational decision-making.
Conduct in-depth analysis to identify trends, risks, and opportunities, and present insights in a clear, business-oriented manner.
Own and manage event and product tracking to enable reliable measurement of user behavior and business performance.
Ensure data accuracy, consistency, and governance across BI platforms and reporting outputs.
Act as a thought partner to the business by proactively surfacing insights and recommendations.
Manage multiple BI projects concurrently while communicating progress, trade-offs, and outcomes to stakeholders


Requirements


3+ years of experience in Business Intelligence, Analytics, or a related field
Strong proficiency in SQL and modern BI tools (e.g., Tableau, Power BI, or similar)
Demonstrated experience delivering scalable dashboards and executive-ready reporting
Working knowledge of Python and DBT (Data Build Tool) is preferred
Strong analytical and problem-solving skills with ownership and curiosity to deliver high-impact insights
Proven experience collaborating with cross-functional teams, particularly Product, Marketing, Finance, and Engineering
Excellent communication skills with the ability to influence and manage senior stakeholders
Experience with stock investing or financial data analysis is a plus","['dbt', 'power bi', 'python', 'sql', 'tableau']",5
4391546021.0,Product Analyst,Data Analyst,"About the job

Who are we?

Tripledot Studios is one of the largest independent mobile games companies in the world.

We are a multi-award-winning organisation, with a global 2,500+ strong team across 12 studios.

Our expanded portfolio includes some of the biggest titles in mobile gaming, collectively reaching top chart positions around the world and engaging over 25 million daily active users.

Tripledot’s guiding principle is that when people love what they do, what they do will be loved by others.

We’re building a company we’re proud of. One filled with driven, incredibly smart and detail-orientated people, who LOVE making games.

Our ambition is to be the most successful games company in the world, and we’re just getting started.

Role Overview

Tripledot Studios is growing and looking for a Product Analyst to support some of our most ambitious game initiatives yet.

You’ll use real-time data, industry trends, and strong analytical thinking to help drive product decisions. You’ll refine ideas through experimentation and iteration, using data to validate hypotheses and uncover opportunities to improve game performance.

We’re open to candidates at different levels, including high-potential recent graduates with strong analytical and technical foundations, a curiosity for problem-solving, and a genuine interest in mobile games.

In this role, you’ll dive deep into large-scale player data to understand behavior, identify patterns, and influence product direction. You’ll develop a strong grasp of key product KPIs and player journeys, and use data to drive meaningful impact.

Key Responsibilities


Identify areas for improvement, form hypotheses, and design A/B tests to improve core business metrics
Analyse large and complex datasets to answer strategic and operational questions
Deep dive into player behaviour (engagement, monetisation, retention, churn) to uncover insights
Conduct pre/post analysis to measure the impact of product changes
Work closely with Product Managers and stakeholders to define KPIs and success metrics
Build meaningful user segments to drive business value
Support LiveOps and economy decisions through data insights
Translate data into clear, actionable recommendations that shape product direction


What We’re Looking For


Strong interest in mobile games and free-to-play products
Strong analytical mindset with the ability to break down complex problems
Solid foundation in SQL and/or data analysis (academic or professional experience)
Experience with data visualisation tools (e.g., Looker, Tableau, Excel, etc.)
Ability to interpret data and communicate insights clearly and concisely
Curious, resourceful, and comfortable working with ambiguity
Strong academic background in a quantitative field (e.g., Mathematics, Engineering, Computer Science, Economics, or similar) and demonstrated hands-on experience with data (projects, internships, etc.)
Experience working with product or user data (internships, projects, or previous roles)
Familiarity with A/B testing or experimentation
Understanding of free-to-play monetisation, LiveOps, or game economy systems","['looker', 'solid', 'sql', 'tableau']",4
4381341684.0,Data Visualization Specialist | Remote,Data Analyst,"About the job

Position: Scientific Visualization Engineer (ParaView)

Type: Engineering

Compensation: $50 – $150/hour

Location: Remote

Commitment: 10-40 hours/week




Role Responsibilities

Develop and implement advanced visualization pipelines using ParaView to interpret and present simulation data.
Process, analyze, and visualize large-scale CFD and FEM datasets while ensuring data accuracy and integrity.
Design and apply custom filters, scripting solutions, and parallel processing techniques for high-performance visualization.
Collaborate with scientists, engineers, and stakeholders to translate complex datasets into clear visual insights.
Produce publication-ready scientific visualizations aligned with research and analytical objectives.
Document workflows, technical methods, and best practices to support reproducibility and knowledge sharing.
Stay updated with new ParaView capabilities, tools, and trends in scientific visualization.




Requirements

Deep expertise in ParaView, including scripting with Python and ParaView macros.
Hands-on experience working with large-scale simulation datasets such as CFD or FEM.
Strong knowledge of parallel data processing and HPC or distributed computing environments.
Proven ability to create high-quality scientific visualizations for analysis and publication.
Excellent written and verbal communication skills with strong documentation practices.
Strong analytical thinking, attention to detail, and problem-solving skills.
Bachelor’s or Master’s degree in Computer Science, Engineering, Physics, Applied Mathematics, or a related field.




Application Process

Upload resume
Interview (15 min)
Submit form



Desired Skills and Experience

Python, Paraview, Large-scale data visualization",['python'],1
4344316515.0,Data Analyst - SPX Express (Jakarta),Data Analyst,"About the job

Job Description


Manage end-to-end workforce data (hiring, manpower tracking, and performance monitoring).
Develop, maintain, and automate operational dashboards and reporting.
Analyze and validate data from multiple sources to support day-to-day operations.
Collaborate with cross-functional teams to ensure reporting accuracy and consistency.


Requirements


1–2 years of experience as a Data Analyst.
Proficient in Google Spreadsheet, with basic knowledge of SQL and Python.
Strong analytical thinking, problem-solving, and attention to detail.
Able to work independently under tight timelines.","['python', 'sql']",2
