id,title,company,location,job_description,job_url,search_role,search_location,extracted_skills,skills_count,scraped_at
4406952638,Data Analytics,AIA Indonesia,"Jakarta, Indonesia (On-site)",,https://www.linkedin.com/jobs/view/4406952638/?eBP=BUDGET_EXHAUSTED_JOB&refId=xBbdouTCHmZA82mEAkhjAg%3D%3D&trackingId=uOPXjt1%2BKayyaMK5PJx2JQ%3D%3D&trk=flagship3_search_srp_jobs,IT,Indonesia,[],0,2026-04-29T21:14:28.227280
4404826005,Staff Portfolio and Management Information Analyst,HSBC,Jakarta Metropolitan Area (On-site),,https://www.linkedin.com/jobs/view/4404826005/?eBP=BUDGET_EXHAUSTED_JOB&refId=xBbdouTCHmZA82mEAkhjAg%3D%3D&trackingId=9KrEUnL4pjVXHnSmiOSR1g%3D%3D&trk=flagship3_search_srp_jobs,IT,Indonesia,[],0,2026-04-29T21:14:32.899210
4354913165,Data Analyst,ParagonCorp,"Jakarta, Indonesia (On-site)",,https://www.linkedin.com/jobs/view/4354913165/?eBP=BUDGET_EXHAUSTED_JOB&refId=xBbdouTCHmZA82mEAkhjAg%3D%3D&trackingId=FRYXaa4IJxfF6uC4Bb%2Fzww%3D%3D&trk=flagship3_search_srp_jobs,IT,Indonesia,[],0,2026-04-29T21:14:37.826011
4404760217,Data Support Project Intern,PT Lion Super Indo,"Jakarta, Indonesia (On-site)",,https://www.linkedin.com/jobs/view/4404760217/?eBP=BUDGET_EXHAUSTED_JOB&refId=xBbdouTCHmZA82mEAkhjAg%3D%3D&trackingId=k2RG5XjQttm4tuzGqwmUSQ%3D%3D&trk=flagship3_search_srp_jobs,IT,Indonesia,[],0,2026-04-29T21:14:42.448940
4405779197,T&T - INSPIRES Internship Program June 2026 Technology & Transformation - Indonesia,Deloitte,Jakarta Metropolitan Area (On-site),,https://www.linkedin.com/jobs/view/4405779197/?eBP=CwEAAAGd2ZcepgFdput7cgSQ4bcP9znmcoaCvHA5YzzvIXBINmORCUnV7AzryndJGcJFUsZ3Qu48S0vlMfQ6mDY6oinyTsfQOf8BQUZRew0RyuZf0u6aItMD-kDGhKKHSnEdR_Ro_-g-M71lNjLsGlpeB3og_2kuhwvYs_KIsjaRGcODNeCNdhECju0qGyBCBiNqeyiJ0naIxmZ82AVxb9l6euPXwsePyHn5Gan4l8Z0eikBc-sOqD7PQIRAeC17oSMEgCa0AaJax7tmdBAA_72O_KL-29liZjOvmDEZDXlw8YJM096VVu8A003uFW0tiY6dvHHCnn6xy71B6SUEA0UqEiiiQDVgIATTqbQez_3BRxhOG7av1AO1GMsnBoT02RN7UAQW-i5PrOTMwESxjepHa2ibSfbNdnfwDooY-CfcX8AJacQonWqJNkfaxOCn76RfEMGsOFN_K-CTC5DqAonSa7sCw_2n_IrdB-zgHBy8C3FpA_tYq79YLmcHI9BmSmGnrA&refId=xBbdouTCHmZA82mEAkhjAg%3D%3D&trackingId=TbZtLwDWCVy8cedOG9eFJA%3D%3D&trk=flagship3_search_srp_jobs,IT,Indonesia,[],0,2026-04-29T21:14:47.046458
4406178338,IT Vendor Management Intern,Prudential Syariah,Jakarta Metropolitan Area (Hybrid),,https://www.linkedin.com/jobs/view/4406178338/?eBP=CwEAAAGd2ZceprGwsun3CG0sEbHjpjAq_JnqQRgElXy8cU5neh-E77BZZoBvwgqYrl0NS3zhLHPUxCANWOHHa-FLyllb1IuvnSC7qtEt2hIBOiEBAvxyATll5TA4UlgZOjdONYW_r_TuXchCJwAmH9IU9gPB9gdbK5MFS3ddGAV2yxk2UiRvJm80pie5PBbOwELYvJtGahTlFf3xXKDHvs9CLa329L8gz4uCIMKMVaWlZ3l972zGOvLa7g0Q-VUzBrqVBprIWvEtz3wesq6YFl4ae6cVzTmgdMYiq3AI9aUMcSLMReyo7i97cS0tNuluAX9uOBJf6kIMarLaocGojQxoy2Y7HqyYbQ1EF8nj8-ZpWj3rGWxLauTvSiUmxJP2x33ig2E50oJDPkK200M3FRPSB1IMc_YxcqiKf2MOO1AHcwj9WX7RkYrjcsuvZY9wk4z6s_k6vodrnE6IFtY81QQ5nwAleW7ul-XbwZD0A04q5Y7kXb4z1JnzCrXnheVYV_RUSkn6&refId=xBbdouTCHmZA82mEAkhjAg%3D%3D&trackingId=aTNDLyXj%2FN4Vsoikre1VMA%3D%3D&trk=flagship3_search_srp_jobs,IT,Indonesia,[],0,2026-04-29T21:14:51.696536
4403384138,Business Intelligence Intern,tiket.com,"Jakarta, Jakarta, Indonesia (Hybrid)",,https://www.linkedin.com/jobs/view/4403384138/?eBP=BUDGET_EXHAUSTED_JOB&refId=xBbdouTCHmZA82mEAkhjAg%3D%3D&trackingId=ZnU%2FsfOuK5t6qp9z17Wt%2BQ%3D%3D&trk=flagship3_search_srp_jobs,IT,Indonesia,[],0,2026-04-29T21:14:56.305048
,,,,,,IT,Indonesia,[],0,2026-04-29T21:15:00.864954
,,,,,,IT,Indonesia,[],0,2026-04-29T21:15:05.441324
,,,,,,IT,Indonesia,[],0,2026-04-29T21:15:10.005425
